fecha_analisis,fixture_id,partido,competicion,mercado,lado,odds,modelo_prob,implied_prob,edge,ev_pct,metodo,resultado
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Goles Lanus O/U 1.5,Over/Si,2.20,68.5%,42.4%,+26.1%,+50.8,v2,L
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Corners tot. O/U 8.5,Under/No,2.00,70.5%,46.4%,+24.1%,+40.9,v2,W
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Goles Lanus O/U 2.5,Over/Si,5.00,42.6%,19.0%,+23.6%,+112.9,v2,L
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Corners tot. O/U 7.5,Under/No,2.62,57.1%,35.5%,+21.6%,+49.9,v2,W
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Goles Banfield O/U 0.5,Under/No,2.00,67.8%,46.4%,+21.4%,+35.5,v2,W
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Corners tot. O/U 6.5,Under/No,4.00,42.1%,23.4%,+18.7%,+68.5,v2,W
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Corners tot. O/U 10.5,Under/No,1.33,88.7%,70.9%,+17.8%,+18.3,v2,W
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Corners tot. O/U 9.5,Under/No,1.57,81.1%,63.7%,+17.4%,+27.4,v2,W
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Corners Lanus O/U 4.5,Over/Si,1.73,69.8%,53.6%,+16.2%,+20.7,v2,W
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Goles Lanus O/U 0.5,Over/Si,1.25,90.7%,75.0%,+15.7%,+13.4,v2,W
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Arco Banfield O/U 2.5,Under/No,2.00,61.9%,46.3%,+15.6%,+23.8,v2,L
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Corners tot. O/U 11.5,Under/No,1.20,93.8%,78.3%,+15.5%,+12.5,v2,W
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Goles Banfield O/U 1.5,Under/No,1.18,94.3%,79.2%,+15.0%,+11.2,v2,W
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Goles tot. O/U 2.5,Over/Si,2.40,52.3%,38.9%,+13.4%,+25.6,v2,L
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,BTTS,Under/No,1.62,70.8%,57.6%,+13.2%,+14.6,v2,W
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Corners tot. O/U 5.5,Under/No,6.50,27.5%,14.6%,+12.9%,+78.8,v2,L
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Goles tot. O/U 1.5,Over/Si,1.44,76.1%,64.5%,+11.6%,+9.6,v2,L
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Corners tot. O/U 12.5,Under/No,1.11,96.8%,85.4%,+11.4%,+7.5,v2,W
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Goles tot. O/U 3.5,Over/Si,4.50,30.3%,20.8%,+9.5%,+36.4,v2,L
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Corners tot. O/U 13.5,Under/No,1.06,98.5%,90.4%,+8.1%,+4.6,v2,W
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Corners tot. O/U 4.5,Under/No,13.00,15.4%,7.4%,+8.0%,+100.5,v2,L
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Corners tot. O/U 14.5,Under/No,1.03,99.3%,92.7%,+6.6%,+2.3,v2,W
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Goles tot. O/U 4.5,Over/Si,11.00,14.7%,8.7%,+6.0%,+62.0,v2,L
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Goles tot. O/U 0.5,Over/Si,1.08,93.7%,88.1%,+5.6%,+1.2,v2,W
2026-04-12 18:13,1492022,Lanus vs Banfield,Liga Profesional,Goles Banfield O/U 2.5,Under/No,1.02,99.3%,94.3%,+4.9%,+1.2,v2,W
2026-04-12 18:14,1492025,Racing Club vs River Plate,Liga Profesional,Goles tot. O/U 1.5,Under/No,2.50,46.2%,37.5%,+8.7%,+15.6,v2,L
2026-04-12 18:14,1492025,Racing Club vs River Plate,Liga Profesional,Goles River Plate O/U 2.5,Under/No,1.07,95.2%,89.4%,+5.9%,+1.9,v2,W
2026-04-12 18:14,1492025,Racing Club vs River Plate,Liga Profesional,Goles tot. O/U 4.5,Under/No,1.05,96.3%,91.3%,+5.1%,+1.2,v2,W
2026-04-12 18:14,1492016,Defensa Y Justicia vs Talleres Cordoba,Liga Profesional,Goles Talleres Cordoba O/U 0.5,Under/No,2.62,40.6%,35.5%,+5.1%,+6.3,v2,L
2026-04-12 18:14,1492016,Defensa Y Justicia vs Talleres Cordoba,Liga Profesional,Goles Talleres Cordoba O/U 1.5,Under/No,1.30,76.9%,72.3%,+4.6%,+0.0,v2,L
2026-04-12 18:15,1492022,Lanus vs Banfield,Liga Profesional,Tiros Banfield O/U 8.5,Over/Si,1.80,68.5%,51.5%,+17.1%,+23.4,v2,W
2026-04-12 18:15,1492022,Lanus vs Banfield,Liga Profesional,BTTS,Over/Si,2.20,56.9%,42.4%,+14.5%,+25.1,v2,L
2026-04-12 18:15,1492022,Lanus vs Banfield,Liga Profesional,Goles Banfield O/U 0.5,Over/Si,1.73,63.1%,53.6%,+9.5%,+9.2,v2,L
2026-04-12 18:15,1492022,Lanus vs Banfield,Liga Profesional,Arco Banfield O/U 2.5,Over/Si,1.73,62.5%,53.7%,+8.9%,+8.0,v2,W
2026-04-12 18:15,1492022,Lanus vs Banfield,Liga Profesional,Corners tot. O/U 3.5,Under/No,23.00,13.0%,4.3%,+8.6%,+198.0,v2,L
2026-04-12 18:15,1492022,Lanus vs Banfield,Liga Profesional,Goles Banfield O/U 1.5,Over/Si,4.50,26.3%,20.8%,+5.5%,+18.3,v2,L
2026-04-12 18:22,1391123,Levante vs Getafe,La Liga,Tiros Levante O/U 11.5,Over/Si,1.83,78.3%,50.0%,+28.3%,+43.5,v2,W
2026-04-12 18:22,1391123,Levante vs Getafe,La Liga,Tiros tot. O/U 23.5,Over/Si,1.83,76.4%,50.0%,+26.4%,+40.0,v2,W
2026-04-12 18:22,1391123,Levante vs Getafe,La Liga,Tiros Getafe O/U 11.5,Over/Si,1.83,59.6%,50.0%,+9.6%,+9.2,v2,L
2026-04-12 18:22,1391123,Levante vs Getafe,La Liga,Corners tot. O/U 8.5,Over/Si,1.61,63.7%,55.3%,+8.4%,+2.9,v2,W
2026-04-12 18:22,1391123,Levante vs Getafe,La Liga,Arco Levante O/U 3.5,Over/Si,1.73,61.0%,53.7%,+7.3%,+5.4,v2,W
2026-04-12 18:22,1391123,Levante vs Getafe,La Liga,Corners tot. O/U 6.5,Over/Si,1.18,85.3%,79.2%,+6.1%,+0.7,v2,W
2026-04-12 18:22,1391123,Levante vs Getafe,La Liga,Corners tot. O/U 7.5,Over/Si,1.33,75.5%,70.9%,+4.6%,+0.6,v2,W
2026-04-12 18:22,1391123,Levante vs Getafe,La Liga,Arco Getafe O/U 3.5,Under/No,2.00,50.6%,46.3%,+4.3%,+1.3,v2,W
2026-04-12 18:22,1391123,Levante vs Getafe,La Liga,Corners tot. O/U 5.5,Over/Si,1.08,92.2%,88.1%,+4.1%,-0.1,v2,W
2026-04-12 18:22,1391123,Levante vs Getafe,La Liga,BTTS,Under/No,1.67,59.8%,55.7%,+4.1%,-0.2,v2,W
