fixture_id,fecha,liga_id,equipo_local_id,equipo_visitante_id,goles_local,goles_visitante,tiros_local,tiros_visitante,tiros_arco_local,tiros_arco_visitante,corners_local,corners_visitante,posesion_local,posesion_visitante,tarjetas_local,tarjetas_visitante,xg_local,xg_visitante,tiros_dentro_local,tiros_dentro_visitante,tiros_fuera_local,tiros_fuera_visitante,tiros_bloqueados_local,tiros_bloqueados_visitante,atajadas_local,atajadas_visitante,goles_prevenidos_local,goles_prevenidos_visitante,referee
1374125,2025-08-17,128,473,451,0,3,11,11,1,3,6,5,52,48,2,3,0.93,1.54,7,7,4,4,3,2,1,0,0.0,0.0,"Pablo Dovalo, Argentina"
1374126,2025-08-17,128,449,450,3,2,14,15,6,5,8,6,40,60,4,2,1.71,0.92,9,7,5,8,3,4,3,3,-1.0,-1.0,"Nicolas Ramirez, Argentina"
1374128,2025-08-17,128,1065,2432,1,1,17,10,6,2,10,1,63,37,2,2,1.29,0.42,12,5,5,5,6,0,1,4,0.0,0.0,"Nicolas Lamolina, Argentina"
1374129,2025-08-17,128,442,457,1,1,17,5,3,2,5,4,79,21,1,1,1.08,0.54,12,3,5,2,2,1,1,2,0.0,0.0,"Daniel Zamora, Argentina"
1374132,2025-08-17,128,435,439,4,2,22,11,9,5,6,2,64,36,3,3,2.93,1.27,14,4,8,7,7,4,2,6,0.0,0.0,"Sebastian Zunino, Argentina"
1374133,2025-08-17,128,434,446,1,2,8,10,4,5,4,3,42,58,4,2,0.48,0.99,5,5,3,5,1,2,3,3,0.0,0.0,"Facundo Raul Tello Figueroa, Argentina"
1378972,2025-08-17,39,65,55,3,1,11,10,5,3,5,5,54,46,1,2,1.83,1.49,6,7,5,3,2,3,2,2,0.0,0.0,"Peter Bankes, England"
1378976,2025-08-17,39,49,52,0,0,19,11,3,4,11,2,72,28,2,3,1.6,0.66,11,4,8,7,9,4,4,2,0.0,0.0,"Darren England, England"
1378977,2025-08-17,39,33,42,0,1,22,9,7,3,3,4,61,39,1,4,1.52,1.31,15,5,7,4,8,3,2,7,0.0,0.0,"Simon Hooper, England"
1390820,2025-08-17,140,531,536,3,2,14,12,3,6,10,1,46,54,0,2,2.89,1.01,11,10,3,2,8,2,4,0,0.0,0.0,"Francisco Hernandez Maeso, Spain"
1390821,2025-08-17,140,538,546,0,2,11,10,3,3,9,3,69,31,3,2,0.73,1.43,6,6,5,4,5,4,1,4,0.0,0.0,"Iosu Galech Apezteguia, Spain"
1390823,2025-08-17,140,540,530,2,1,9,15,5,4,1,3,40,60,3,3,1.26,1.1,6,9,3,6,0,4,3,3,0.0,0.0,"Mateo Busquets Ferrer, Spain"
1391255,2025-08-17,141,724,799,1,0,24,1,3,0,7,0,72,28,3,3,,,13,0,11,1,9,0,0,2,,,"Gorka Etayo Herrera, Spain"
1391257,2025-08-17,141,9585,732,1,0,3,18,2,5,2,9,40,60,4,2,,,0,11,3,7,0,5,5,1,,,"Miguel Gonzalez Diaz, Spain"
1391258,2025-08-17,141,726,537,1,1,14,7,3,3,5,3,56,44,2,2,,,8,6,6,1,2,2,2,2,,,"Marta Huerta de Aza, Spain"
1394443,2025-08-17,203,564,1001,1,1,13,9,4,3,5,7,57,43,1,1,0.84,0.42,8,6,5,3,3,2,2,3,0.0,0.0,"Kadir Saglam, Türkiye"
1394444,2025-08-17,203,549,3588,2,1,18,11,9,4,10,3,54,46,2,2,2.8,1.23,14,6,4,5,4,3,3,7,1.0,1.0,"Halil Umut Meler, Türkiye"
1394446,2025-08-17,203,997,1005,0,1,14,8,2,4,8,3,46,54,0,2,1.12,0.64,9,6,5,2,6,0,3,2,0.0,0.0,"Oguzhan Aksu, Türkiye"
1394450,2025-08-17,203,607,3573,3,0,15,17,7,1,2,6,50,50,3,3,2.06,0.94,11,10,4,7,4,6,2,4,0.0,0.0,"Adnan Deniz Kayatepe, Türkiye"
1396943,2025-08-17,141,534,8157,1,1,10,7,2,2,1,2,43,57,3,3,,,6,3,4,4,3,1,2,1,,,"Luis Bestard Servera, Spain"
1342105,2025-08-18,113,2163,2172,3,2,15,17,5,3,5,10,54,46,2,2,1.65,1.56,12,11,3,6,6,6,1,2,,,"Granit Maqedonci, Sweden"
1351237,2025-08-18,71,7848,135,1,1,21,8,3,3,7,2,47,53,3,4,1.35,1.19,11,4,10,4,6,2,2,2,0.0,0.0,"Bruno Arleu de Araujo, Brazil"
1374135,2025-08-18,128,474,455,2,2,13,19,6,8,3,8,43,57,3,4,1.98,2.26,10,10,3,9,4,6,6,3,0.0,0.0,"Jorge Balino, Argentina"
1378978,2025-08-18,39,63,45,1,0,21,7,3,1,7,2,54,46,0,2,2.13,0.8,12,5,9,2,11,3,1,2,0.0,0.0,"Chris Kavanagh, England"
1390822,2025-08-18,140,797,543,1,1,6,12,2,4,1,3,68,32,0,1,0.64,1.86,3,6,3,6,1,4,3,1,0.0,0.0,"Victor Garcia Verdura, Spain"
1394448,2025-08-18,203,1004,998,0,1,8,11,0,1,6,4,44,56,2,2,0.19,1.16,3,5,5,6,2,4,0,0,0.0,0.0,"Cihan Aydin, Türkiye"
1396941,2025-08-18,141,723,722,4,4,31,17,11,5,17,5,67,33,3,2,,,23,13,8,4,5,6,1,7,,,"Eder Mallo Fernandez, Spain"
1396942,2025-08-18,141,731,713,2,1,9,15,4,5,2,4,35,65,2,2,,,6,8,3,7,3,4,4,2,,,"Alvaro Moreno Aragon, Spain"
1374134,2025-08-19,128,456,461,0,0,16,9,8,3,11,5,64,36,2,1,1.3,0.61,10,5,6,4,0,2,3,7,1.0,1.0,"Nazareno Arasa, Argentina"
1377444,2025-08-19,13,438,154,2,0,15,8,3,3,4,4,54,46,2,4,0.86,0.26,11,2,4,6,5,1,3,1,-1.0,-1.0,"Andres Rojas, Colombia"
1390826,2025-08-19,140,541,727,1,0,18,2,5,0,7,0,71,29,1,1,1.64,0.36,11,2,7,0,6,0,0,4,0.0,0.0,"Adrian Cordero Vega, Spain"
1414176,2025-08-19,11,445,1136,1,3,16,14,7,7,7,2,63,37,5,4,1.75,1.93,11,10,5,4,4,1,4,6,,,"Paulo Cesar Zanovelli da Silva, Brazil"
1351182,2025-08-20,71,152,133,2,0,10,14,5,2,1,5,23,77,2,1,1.26,0.55,6,5,4,9,2,4,2,2,0.0,0.0,"Matheus Delgado Candançan, Brazil"
1377442,2025-08-20,13,126,1137,1,1,19,10,7,4,4,5,54,46,3,6,1.53,1.65,11,6,8,4,4,3,3,4,0.0,0.0,Maximiliano Ramírez
1377452,2025-08-20,13,450,1176,0,0,10,7,2,1,1,4,41,59,3,2,0.67,0.24,8,4,2,3,2,1,1,2,0.0,0.0,"Jesús Valenzuela, Venezuela"
1377454,2025-08-20,13,436,2348,3,1,26,16,7,6,9,7,68,32,5,4,2.89,1.29,20,10,6,6,10,4,5,4,0.0,0.0,Wilmar Alexander Roldán Pérez
1414177,2025-08-20,11,124,1138,2,0,21,7,5,2,1,1,39,61,0,2,1.5,0.21,13,3,8,4,8,3,2,3,,,"Alexis Herrera, Venezuela"
1414178,2025-08-20,11,1162,1153,2,1,8,19,2,6,4,9,28,72,6,2,0.86,1.76,4,16,4,3,3,2,5,0,,,"Edina Alves Batista, Brazil"
1414179,2025-08-20,11,2562,3702,0,2,20,11,7,3,6,3,56,44,4,2,,,11,7,9,4,5,0,1,7,,,"Augusto Bergelio Aragon Bautista, Ecuador"
1377446,2025-08-21,13,119,127,0,2,8,14,1,5,1,3,45,55,2,1,0.42,2.31,2,12,6,2,2,2,3,1,0.0,0.0,Esteban Ostojich
1377456,2025-08-21,13,1158,120,2,0,20,4,4,1,7,1,52,48,3,3,1.58,0.24,7,1,13,3,6,1,1,2,0.0,0.0,"Facundo Raul Tello Figueroa, Argentina"
1414180,2025-08-21,11,1157,2553,1,2,16,13,7,3,5,2,71,29,2,3,,,10,4,6,9,1,4,1,4,,,"Flavio Rodrigues De Souza, Brazil"
1414181,2025-08-21,11,453,2323,1,1,10,6,3,2,5,3,66,34,0,0,,,5,3,5,3,3,1,1,2,,,Gustavo Tejera
1421520,2025-08-21,11,439,1062,0,1,12,6,3,1,8,1,56,44,2,4,,,8,3,4,3,5,5,0,4,,,"Felipe Gonzalez, Chile"
1374138,2025-08-22,128,2432,442,1,1,9,15,4,7,3,3,37,63,1,0,0.45,1.41,4,5,5,10,2,2,6,3,0.0,0.0,"Yael Falcon Perez, Argentina"
1374142,2025-08-22,128,452,473,1,1,7,6,2,1,6,7,62,38,1,4,1.13,0.32,5,5,2,1,1,3,0,1,0.0,0.0,"Luis Lobo Medina, Argentina"
1377448,2025-08-22,13,121,2540,0,0,10,19,1,7,4,10,66,34,1,1,0.92,0.67,7,9,3,10,4,6,7,1,0.0,0.0,"Piero Maza, Chile"
1377450,2025-08-22,13,435,1179,1,1,16,17,7,8,2,6,60,40,5,3,1.73,1.19,9,9,7,8,3,5,6,6,0.0,0.0,"Andres Matonte, Uruguay"
1378988,2025-08-22,39,48,49,1,5,12,12,4,7,7,5,41,59,0,1,0.73,2.74,9,10,3,2,3,1,2,3,0.0,0.0,"Michael Oliver, England"
1388308,2025-08-22,78,157,173,6,0,19,12,10,1,5,5,63,37,4,1,1.72,0.54,13,7,6,5,5,7,1,3,-2.0,-2.0,"Florian Badstubner, Germany"
1390831,2025-08-22,140,543,542,1,0,16,11,5,5,5,2,49,51,2,3,1.95,1.12,10,6,6,5,4,1,5,5,0.0,0.0,"Miguel Angel Ortiz Arias, Spain"
1391262,2025-08-22,141,537,724,1,1,9,10,4,3,7,5,51,49,2,1,,,5,8,4,2,2,1,2,3,,,S. Lax
1391264,2025-08-22,141,5254,720,0,1,11,10,4,4,8,9,63,37,3,3,,,6,8,5,2,3,3,3,4,,,M. Orellana
1391266,2025-08-22,141,545,715,3,0,16,3,6,0,6,3,47,53,2,5,,,10,1,6,2,2,2,0,3,,,C. Muniz
1394454,2025-08-22,203,3589,994,0,2,11,16,2,7,4,6,65,35,2,2,0.32,1.71,2,8,9,8,3,4,4,2,0.0,0.0,"Batuhan Kolak, Türkiye"
1414182,2025-08-22,11,446,1065,1,0,25,11,7,4,8,6,60,40,3,3,,,19,8,6,3,5,5,4,5,,,"Cristian Garay, Chile"
1351247,2025-08-23,71,794,124,4,2,8,21,5,7,2,11,36,64,3,3,1.9,1.3,6,13,2,8,1,7,5,1,-1.0,-1.0,"Lucas Paulo Torezin, Brazil"
1351248,2025-08-23,71,135,119,2,1,15,4,7,3,5,1,45,55,1,6,1.13,0.21,8,3,7,1,3,0,2,5,0.0,0.0,"Matheus Delgado Candançan, Brazil"
1374146,2025-08-23,128,455,456,3,0,11,16,6,5,1,7,44,56,3,5,1.62,1.26,7,9,4,7,2,5,5,4,0.0,0.0,"Andres Gariano, Argentina"
1374147,2025-08-23,128,461,434,1,0,13,14,4,2,7,4,47,53,2,2,1.11,0.85,6,10,7,4,4,3,2,3,0.0,0.0,"Fernando Espinoza, Argentina"
1374151,2025-08-23,128,460,478,1,0,15,7,2,0,8,4,45,55,3,3,1.91,0.33,9,4,6,3,4,4,0,1,0.0,0.0,"Fernando Echenique, Argentina"
1374152,2025-08-23,128,437,457,1,0,17,3,4,0,7,3,65,35,4,7,0.85,0.15,6,1,11,2,6,1,0,3,0.0,0.0,"Dario Herrera, Argentina"
1377867,2025-08-23,135,495,867,0,0,5,7,2,0,3,7,59,41,2,3,0.5,0.37,2,5,3,2,1,4,0,2,0.0,0.0,"Davide Massa, Italy"
1377870,2025-08-23,135,489,520,1,2,24,4,6,3,9,2,64,36,1,4,1.92,0.21,16,4,8,0,9,0,1,4,0.0,0.0,"Giuseppe Collu, Italy"
1377871,2025-08-23,135,497,500,1,0,14,10,4,2,2,4,51,49,1,1,1.56,0.58,8,6,6,4,1,1,2,3,0.0,0.0,"Luca Zufferli, Italy"
1377872,2025-08-23,135,488,492,0,2,7,13,2,4,1,2,38,62,4,1,0.38,1.19,3,7,4,6,1,5,2,2,0.0,0.0,"Giovanni Ayroldi, Italy"
1378979,2025-08-23,39,42,63,5,0,18,3,5,1,2,2,68,32,0,2,2.88,0.17,13,2,5,1,4,2,1,0,-2.0,-2.0,"Jarred Gillett, Australia"
1378980,2025-08-23,39,35,39,1,0,14,6,4,1,8,3,59,41,2,5,1.29,0.46,8,3,6,3,5,2,1,3,0.0,0.0,"Thomas Bramall, England"
1378981,2025-08-23,39,55,66,1,0,9,17,2,2,2,9,24,76,1,2,1.21,1.19,8,12,1,5,3,8,2,1,0.0,0.0,"Tony Harrington, England"
1378982,2025-08-23,39,44,746,2,0,7,9,2,1,4,3,42,58,0,1,1.0,0.77,4,6,3,3,1,5,1,0,0.0,0.0,"Michael Salisbury, England"
1378986,2025-08-23,39,50,47,0,2,10,12,4,5,7,2,61,39,1,4,1.55,1.11,6,10,4,2,3,2,3,4,0.0,0.0,"Peter Bankes, England"
1388309,2025-08-23,78,168,167,1,2,7,10,2,5,6,4,60,40,0,4,0.71,0.45,4,6,3,4,2,1,3,2,0.0,0.0,"Daniel Siebert, Germany"
1388311,2025-08-23,78,169,162,4,1,18,10,5,5,7,1,53,47,1,3,2.74,0.53,15,4,3,6,4,1,4,1,-1.0,-1.0,"Harm Osmers, Germany"
1388312,2025-08-23,78,160,170,1,3,16,14,4,5,5,5,60,40,4,5,2.6,1.34,12,9,4,5,6,6,2,3,1.0,1.0,"Felix Zwayer, Germany"
1388313,2025-08-23,78,180,161,1,3,7,15,2,5,2,5,49,51,2,3,0.72,2.45,2,6,5,9,1,1,2,1,0.0,0.0,"Benjamin Brand, Germany"
1388315,2025-08-23,78,186,165,3,3,11,8,7,7,5,2,51,49,2,4,1.29,1.56,8,7,3,1,1,0,4,4,0.0,0.0,"Matthias Jollenbeck, Germany"
1388316,2025-08-23,78,182,172,2,1,8,21,2,6,5,11,25,75,4,4,0.34,1.73,6,14,2,7,1,6,5,0,-1.0,-1.0,"Robert Hartmann, Germany"
1390830,2025-08-23,140,530,797,1,1,13,6,6,2,10,2,58,42,0,3,1.74,0.57,7,5,6,1,3,1,1,5,0.0,0.0,"César Soto Grado, Spain"
1390832,2025-08-23,140,539,529,2,3,8,26,5,10,0,11,18,82,3,1,2.14,1.93,8,16,0,10,2,8,9,3,0.0,0.0,"Alejandro Hernandez, Spain"
1390833,2025-08-23,140,798,538,1,1,12,8,4,2,3,4,50,50,3,3,0.68,0.74,8,3,4,5,1,2,1,3,0.0,0.0,"Jose Luis Guzman Mansilla, Spain"
1391261,2025-08-23,141,799,726,0,1,5,6,2,2,1,4,52,48,5,2,,,2,4,3,2,1,1,1,2,,,J. A. Gonzalez Esteban
1391265,2025-08-23,141,10139,731,0,1,12,7,7,4,3,3,63,37,1,2,,,10,6,2,1,3,2,3,7,,,A. Fuentes
1394452,2025-08-23,203,611,7411,3,1,21,7,7,1,6,0,57,43,1,3,1.67,0.31,10,1,11,6,7,1,0,4,0.0,0.0,"Mehmet Turkmen, Türkiye"
1394453,2025-08-23,203,3573,997,2,1,25,7,4,3,10,4,71,29,3,7,2.52,0.45,15,6,10,1,7,2,2,2,0.0,0.0,"Atilla Karaoglan, Türkiye"
1396945,2025-08-23,141,732,8157,1,3,13,17,6,10,6,5,45,55,2,2,,,8,7,5,10,4,2,7,5,,,"Manuel Angel Perez Hernandez, Spain"
1342106,2025-08-24,113,364,371,1,0,20,14,3,2,4,3,54,46,1,2,2.09,1.2,13,9,7,5,7,4,2,2,,,"Kristoffer Karlsson, Sweden"
1342107,2025-08-24,113,372,766,1,2,10,13,4,7,2,3,65,35,2,3,0.78,3.15,8,11,2,2,2,2,5,3,,,"Victor Wolf, Sweden"
1342110,2025-08-24,113,375,366,0,0,31,11,6,4,9,6,64,36,3,1,,,22,6,9,5,11,4,4,6,,,"Granit Maqedonci, Sweden"
1342111,2025-08-24,113,370,363,3,1,17,22,5,4,4,10,37,63,0,0,2.1,2.07,17,12,0,10,5,9,3,2,,,"Mohammed Al-Hakim, Sweden"
1342112,2025-08-24,113,2172,377,0,1,5,11,1,5,6,6,41,59,2,1,0.5,1.21,2,6,3,5,2,3,4,1,,,"Adi Aganovic, Sweden"
1342113,2025-08-24,113,2163,367,1,5,12,22,3,13,4,7,44,56,1,1,2.05,4.5,10,18,2,4,6,3,8,2,,,"Tess Olofsson, Sweden"
1351244,2025-08-24,71,133,131,2,3,12,14,3,7,3,5,62,38,3,2,1.53,2.08,7,7,5,7,4,1,4,1,0.0,0.0,"Rodrigo Jose Pereira de Lima, Brazil"
1351246,2025-08-24,71,126,1062,2,0,10,4,5,0,5,1,51,49,1,2,1.64,0.1,8,0,2,4,1,2,0,3,0.0,0.0,"Lucas Casagrande, Brazil"
1351249,2025-08-24,71,130,129,0,0,13,15,5,4,4,1,62,38,2,2,1.86,1.74,8,9,5,6,3,4,4,5,1.0,1.0,"Davi de Oliveira Lacerda, Brazil"
1351250,2025-08-24,71,118,128,2,0,12,8,4,3,3,0,54,46,2,1,0.64,0.37,8,2,4,6,4,3,3,2,-1.0,-1.0,"Rafael Rodrigo Klein, Brazil"
1351251,2025-08-24,71,154,7848,0,1,14,7,6,4,11,3,49,51,4,2,1.63,0.82,9,4,5,3,5,2,3,6,2.0,2.0,"Bruno Pereira Vasconcelos, Brazil"
1351252,2025-08-24,71,152,120,1,3,16,13,6,6,5,3,50,50,0,2,0.95,1.67,10,7,6,6,4,2,3,5,0.0,0.0,"Flavio Rodrigues De Souza, Brazil"
1374141,2025-08-24,128,451,449,2,0,19,9,8,2,3,2,65,35,1,0,2.18,0.48,9,5,10,4,5,1,2,5,0.0,0.0,"Nicolas Lamolina, Argentina"
1374143,2025-08-24,128,458,436,4,1,14,12,6,2,2,3,43,57,0,3,1.68,1.34,10,9,4,3,2,4,1,2,-1.0,-1.0,"Pablo Dovalo, Argentina"
1374144,2025-08-24,128,441,445,1,1,8,7,3,2,5,1,62,38,1,3,0.23,0.44,3,4,5,3,1,0,1,2,0.0,0.0,"Andres Merlos, Argentina"
1377864,2025-08-24,135,499,801,1,1,21,11,6,2,10,4,66,34,2,0,1.92,0.63,14,7,7,4,3,3,2,5,1.0,1.0,"Alberto Ruben Arena, Italy"
1377865,2025-08-24,135,490,502,1,1,14,4,6,1,3,2,45,55,4,2,1.13,0.98,10,2,4,2,1,1,0,4,0.0,0.0,"Simone Sozza, Italy"
1377866,2025-08-24,135,895,487,2,0,19,5,6,1,6,0,63,37,2,3,1.32,0.25,12,3,7,2,1,1,1,4,0.0,0.0,"Gianluca Manganiello, Italy"
1377869,2025-08-24,135,496,523,2,0,25,8,8,2,6,6,64,36,2,2,2.35,0.62,14,4,11,4,5,2,1,6,0.0,0.0,"Matteo Marcenaro, Italy"
1378983,2025-08-24,39,52,65,1,1,8,9,4,1,1,3,42,58,3,3,1.1,0.93,7,8,1,1,0,1,0,3,0.0,0.0,Anthony Taylor
1378984,2025-08-24,39,45,51,2,0,11,13,3,4,2,2,42,58,4,3,1.6,2.43,6,7,5,6,1,4,4,1,0.0,0.0,Stuart Attwell
1378985,2025-08-24,39,36,33,1,1,13,10,4,3,9,6,52,48,1,1,1.76,1.63,10,8,3,2,5,1,3,2,0.0,0.0,Chris Kavanagh
1388310,2025-08-24,78,163,175,0,0,17,7,4,2,7,6,61,39,2,1,1.1,0.41,9,2,8,5,4,2,1,4,0.0,0.0,"Sascha Stegemann, Germany"
1388314,2025-08-24,78,164,192,0,1,19,12,2,2,8,3,51,49,1,2,1.52,1.36,14,8,5,4,12,2,1,2,0.0,0.0,"Tobias Stieler, Germany"
1390834,2025-08-24,140,727,532,1,0,16,4,4,1,3,4,56,44,2,2,0.83,0.41,9,1,7,3,6,1,1,3,0.0,0.0,"Jesus Gil Manzano, Spain"
1390835,2025-08-24,140,548,540,2,2,15,14,7,3,5,2,62,38,2,2,1.09,1.81,11,5,4,9,4,4,1,5,0.0,0.0,"Alejandro Quintero Gonzalez, Spain"
1390836,2025-08-24,140,718,541,0,3,6,26,3,10,1,9,35,65,2,1,0.5,2.68,3,14,3,12,0,10,8,3,0.0,0.0,"Ricardo De Burgos Bengoetxea, Spain"
1390838,2025-08-24,140,533,547,5,0,19,5,7,2,8,1,53,47,1,2,2.3,0.14,13,3,6,2,5,2,2,2,-3.0,-3.0,"Alejandro Quintero Gonzalez, Spain"
1391263,2025-08-24,141,535,9585,1,0,21,10,5,4,6,2,59,41,2,2,,,14,6,7,4,3,3,4,4,,,"Alonso De Ena Wolf, Spain"
1391268,2025-08-24,141,544,9580,0,0,10,11,2,1,2,6,56,44,2,1,,,6,7,4,4,5,6,1,2,,,"Jose Antonio Sanchez Villalobos, Spain"
1391269,2025-08-24,141,725,723,0,1,10,13,6,3,3,5,41,59,1,2,,,7,9,3,4,0,3,1,6,,,"Rafael Sanchez Lopez, Spain"
1394455,2025-08-24,203,1001,645,0,4,8,19,2,9,6,3,34,66,2,2,0.9,3.71,6,15,2,4,0,0,5,2,0.0,0.0,"Alper Akarsu, Türkiye"
1394459,2025-08-24,203,998,1005,1,0,17,7,6,4,5,5,50,50,1,2,2.0,0.76,10,5,7,2,2,0,4,5,0.0,0.0,"Ali Yilmaz, Türkiye"
1342108,2025-08-25,113,2170,2240,0,2,14,15,5,4,7,7,54,46,0,2,1.2,1.17,6,9,8,6,5,7,2,4,,,"Richard Sundell, Sweden"
1342109,2025-08-25,113,2174,378,1,2,12,12,3,6,6,5,53,47,3,3,1.84,1.54,6,10,6,2,3,2,4,2,,,"Fredrik Klitte, Sweden"
1351245,2025-08-25,71,121,123,3,0,22,10,8,1,6,3,46,54,0,2,3.21,0.35,17,3,5,7,3,4,1,5,0.0,0.0,"Paulo Cesar Zanovelli da Silva, Brazil"
1374139,2025-08-25,128,440,1065,0,3,19,5,6,3,7,0,61,39,6,3,0.9,1.95,12,3,7,2,3,1,0,6,0.0,0.0,"Nazareno Arasa, Argentina"
1374140,2025-08-25,128,450,463,1,0,17,9,7,5,4,3,60,40,1,4,2.97,0.63,13,3,4,6,2,1,5,6,0.0,0.0,"Hernan Mastrangelo, Argentina"
1374145,2025-08-25,128,476,474,3,0,11,8,4,1,3,5,30,70,3,2,1.56,0.71,10,5,1,3,2,4,1,1,-1.0,-1.0,"Pablo Echavarria, Argentina"
1374149,2025-08-25,128,439,438,0,2,7,6,3,2,5,1,57,43,3,3,0.41,0.68,4,4,3,2,0,1,1,3,0.0,0.0,"Edgardo Zamora, Argentina"
1377868,2025-08-25,135,505,503,5,0,20,12,9,4,6,5,60,40,0,0,1.59,0.94,14,8,6,4,3,5,4,4,-2.0,-2.0,"Federico La Penna, Italy"
1377873,2025-08-25,135,494,504,1,1,14,9,4,3,5,1,63,37,3,2,0.73,0.56,8,2,6,7,4,2,2,4,0.0,0.0,"Paride Tremolada, Italy"
1378987,2025-08-25,39,34,40,2,3,10,5,3,4,7,1,38,62,3,3,0.98,0.69,8,3,2,2,3,1,1,1,0.0,0.0,Simon Hooper
1390829,2025-08-25,140,531,728,1,0,11,6,4,1,3,6,41,59,0,4,1.51,0.29,5,2,6,4,4,3,1,3,0.0,0.0,"Juan Martinez Munuera, Spain"
1390837,2025-08-25,140,536,546,1,2,12,9,3,6,5,3,71,29,2,2,0.51,0.71,8,3,4,6,1,2,4,3,0.0,0.0,"Isidro Diaz de Mera Escuderos, Spain"
1391260,2025-08-25,141,713,534,1,3,13,13,5,5,3,2,58,42,4,1,,,8,8,5,5,2,2,2,3,,,A. Ojaos
1391267,2025-08-25,141,722,4665,2,3,8,13,2,6,2,10,46,54,1,3,,,3,11,5,2,3,3,2,0,,,A. Morilla
1394451,2025-08-25,203,3588,996,2,1,5,12,3,2,0,5,44,56,3,3,0.52,1.46,4,8,1,4,0,4,1,1,-1.0,-1.0,"Arda Kardesler, Türkiye"
1351243,2025-08-26,71,127,136,8,0,20,2,11,1,8,1,73,27,0,0,4.01,0.1,14,2,6,0,5,0,1,2,-3.0,-3.0,"Felipe Fernandes de Lima, Brazil"
1374148,2025-08-26,128,446,435,1,1,13,13,5,4,5,5,47,53,1,1,1.25,1.42,10,5,3,8,2,5,3,4,0.0,0.0,"Leandro Rey Hilfer, Argentina"
1390871,2025-08-27,140,538,543,1,1,14,7,5,2,10,4,47,53,1,2,0.83,0.33,10,3,4,4,3,3,0,4,0.0,0.0,"Jesus Gil Manzano, Spain"
1374155,2025-08-29,128,449,452,1,0,13,11,7,4,6,3,47,53,2,5,1.39,0.74,7,6,6,5,2,3,4,6,0.0,0.0,"Yael Falcon Perez, Argentina"
1374159,2025-08-29,128,457,2432,1,2,10,11,3,3,2,3,52,48,6,2,0.37,1.13,5,2,5,9,2,5,1,1,0.0,0.0,"Hernan Mastrangelo, Argentina"
1377875,2025-08-29,135,520,488,3,2,11,9,6,6,5,4,42,58,2,2,3.32,1.32,8,6,3,3,3,1,4,3,0.0,0.0,"Marco Guida, Italy"
1377879,2025-08-29,135,867,489,0,2,7,14,2,6,4,5,45,55,1,0,0.3,1.85,5,11,2,3,3,3,4,2,0.0,0.0,"Livio Marinelli, Italy"
1388320,2025-08-29,78,175,186,0,2,5,17,2,6,2,5,48,52,4,3,0.35,1.44,2,11,3,6,1,6,4,2,0.0,0.0,"Christian Dingert, Germany"
1390842,2025-08-29,140,797,539,2,0,16,11,5,1,4,2,67,33,1,2,1.11,1.01,13,5,3,6,4,2,1,3,0.0,0.0,"Iosu Galech Apezteguia, Spain"
1390848,2025-08-29,140,532,546,3,0,7,11,4,1,8,6,57,43,2,0,1.13,0.66,5,7,2,4,2,4,1,1,-1.0,-1.0,"Alejandro Hernandez, Spain"
1391274,2025-08-29,141,9585,723,2,2,9,16,3,5,2,8,43,57,3,4,,,6,12,3,4,2,5,3,1,,,"Alejandro Morilla Turrion, Spain"
1391278,2025-08-29,141,731,725,1,0,17,9,6,2,10,3,58,42,4,1,,,11,3,6,6,6,2,2,5,,,"Daniel Palencia Caballero, Spain"
1394465,2025-08-29,203,994,607,1,1,18,10,8,2,5,6,34,66,2,2,1.74,0.55,13,5,5,5,3,5,1,7,1.0,1.0,"Ali Sansalan, Türkiye"
1342116,2025-08-30,113,371,372,3,0,10,11,8,4,2,5,33,67,0,2,1.37,0.57,9,5,1,6,0,0,4,5,,,"Fredrik Klitte, Sweden"
1342118,2025-08-30,113,366,2163,1,0,27,17,9,8,9,4,57,43,1,1,2.96,1.47,13,9,14,8,6,0,8,7,,,"Richard Sundell, Sweden"
1342120,2025-08-30,113,2240,766,1,0,12,9,5,3,9,5,57,43,1,5,1.32,0.8,5,7,7,2,5,3,3,4,,,"Joakim Ostling, Sweden"
1351254,2025-08-30,71,120,794,4,1,17,7,6,3,6,8,52,48,0,2,1.73,0.28,11,3,6,4,3,2,2,2,-1.0,-1.0,"Lucas Casagrande, Brazil"
1351261,2025-08-30,71,129,152,0,1,13,10,7,2,4,5,57,43,0,6,0.73,0.4,7,7,6,3,4,2,1,7,1.0,1.0,"Afro Rocha De Carvalho Filho, Brazil"
1374154,2025-08-30,128,473,458,2,1,8,22,3,8,6,13,28,72,8,1,0.77,2.47,5,15,3,7,1,4,7,1,0.0,0.0,"Facundo Raul Tello Figueroa, Argentina"
1374157,2025-08-30,128,1065,450,2,0,8,11,3,3,5,8,40,60,1,1,0.41,0.72,4,6,4,5,2,3,3,2,-1.0,-1.0,"Andres Gariano, Argentina"
1374160,2025-08-30,128,478,453,0,0,10,11,2,3,10,7,51,49,4,4,0.86,0.44,7,9,3,2,1,6,3,2,0.0,0.0,Luis Lobo Medina
1374167,2025-08-30,128,460,445,0,0,10,9,3,2,1,1,62,38,4,3,0.43,0.34,5,2,5,7,1,3,2,3,0.0,0.0,"Nicolas Ramirez, Argentina"
1377874,2025-08-30,135,500,895,1,0,15,13,2,2,7,4,36,64,4,4,1.1,0.69,10,8,5,5,7,6,2,1,0.0,0.0,"Daniele Doveri, Italy"
