fid,fecha,liga,atk_L,atk_V,def_L,def_V,mu_L,mu_V,mu_cor,mu_sh_L,mu_sh_V,g_L,g_V,c_L,c_V,s_L,s_V
1038213,2024-03-03,140,1.440750886213011,0.9057773424688204,0.7183486663146628,0.8882220918320538,1.909413040103865,0.7354221324079377,9.459924806475627,13.65881421340629,12.070053847452284,2,1,4,6,17,12
1038217,2024-03-03,140,0.8118571053410089,1.2266511884276552,0.8076742664767707,1.2150165371779764,1.60797553872245,1.0336664314523993,9.458529235186457,13.696435540644613,11.137322483324999,1,0,8,5,16,15
1038220,2024-03-03,140,0.9310915416691442,0.8449330769354544,1.0169592062853479,1.4824918059622023,1.908253399871358,0.9377049138452261,9.486206798583568,14.779049061392982,10.961970907448952,5,1,6,4,16,9
1049092,2024-03-03,78,0.663717690092716,1.3351583235133788,0.8508575731028946,0.7616620487690519,0.8632097285979771,1.4907001262927015,9.924647174666156,11.557744834701678,16.033191984835693,0,2,1,9,6,17
1049093,2024-03-03,78,0.8680320330093527,0.8760733421071025,0.9434514012550436,0.8998935250514023,1.412311719501394,1.1567612373206155,9.92120605857118,17.109795717197237,11.530559753649822,2,1,3,3,14,18
1052513,2024-03-03,135,1.4355709929780773,1.0329325081622447,0.6319035326686165,1.16623689177309,2.57879975140356,0.8007838579629303,9.666558260809529,15.49794446886003,11.258144645254049,1,2,6,2,11,11
1052514,2024-03-03,135,0.7289485129946314,0.7226556995529042,0.942055484248166,1.4605015044653717,1.619702353648877,0.78729199886007,9.657749377494829,14.329287785528686,11.781128345685815,0,1,9,2,16,8
1052515,2024-03-03,135,1.0473652734900518,0.6683134052612955,1.1616087251927552,1.3658964827465343,2.0799231463508976,0.7735558442951157,9.664544879494363,14.843330929415046,13.442231871628325,1,1,12,8,15,11
1052516,2024-03-03,135,0.9210903367263196,0.9249111091902362,0.9446213234000712,1.6202462509829654,2.2787222676606556,0.8818495660466519,9.743144265385045,14.943923373135476,13.35484000353389,1,0,2,10,10,13
1052520,2024-03-03,135,0.9480372883228586,1.238784058552848,0.9072749540251357,0.874735285101349,1.2132121409144374,1.3297696361358409,9.756114924066274,17.561768843792304,11.92555704408133,2,1,2,1,14,18
1035442,2024-03-04,39,0.6899211592899297,1.4523849905191435,1.4342218764870514,0.737487600950831,0.9125200552324825,3.306955077060987,10.887411024010985,10.189073906919822,18.963519518619975,0,6,0,7,4,22
1038221,2024-03-04,140,0.8940860722736755,0.9253432027798973,0.9007987033807974,0.9703803130760503,1.3691949026245123,1.104468008370917,9.48932001692346,13.258576149978795,9.81629545907258,1,0,5,5,15,10
1052517,2024-03-04,135,1.5181897902430395,0.865745469923892,0.5191012220695266,0.9580168699497194,2.1332060336267826,0.5630331403132289,9.705851645204412,16.95496017346604,7.817337957834081,2,1,4,5,15,10
1038223,2024-03-08,140,1.3897077241782054,0.7314831340560687,1.040541250159224,1.244501862292591,2.6874662811410746,0.7947735400012225,9.493099184373756,17.214535995178245,10.652753452877576,1,0,4,1,20,9
1049105,2024-03-08,78,1.3033065069886496,0.6425041275102106,0.7333721820410072,1.0565943945180611,2.4199063098816302,0.5854448145035516,9.887864713522001,16.65864943221926,9.777505678584967,2,0,4,3,14,9
1052531,2024-03-08,135,0.9850280348854945,0.8658646050942516,0.8883459701712392,1.0624196733302167,1.5258039517983384,0.921160102615269,9.695055814463673,16.4232263223735,10.927971806098606,1,1,13,7,22,11
1035444,2024-03-09,39,0.7415811554059188,0.7462431493369464,0.913035923332201,1.269151459713355,1.7202500980296087,1.1280052249198638,10.86829663247951,14.08052774124599,9.295686593417283,2,2,10,3,32,13
1035445,2024-03-09,39,1.3750111756234988,0.8710627704127784,0.6849537240929425,1.1429048398176826,2.8022927333945913,0.9273597999468023,10.876641461928392,19.292902329578585,7.970334820379357,2,1,10,4,17,9
1035449,2024-03-09,39,0.9565285491141788,1.0401911653146698,0.9141994600274912,1.440444714225011,2.7094419320075795,1.5574320058233335,10.902997265160177,16.587503747206735,10.608000735339084,1,1,8,6,21,8
1035451,2024-03-09,39,0.9368310228477196,0.7597429493333856,0.9245186749469705,0.9297497510888287,1.6007657204324337,0.9132117776896862,10.935491253872248,16.84926652233793,13.018001804087408,2,0,5,8,15,23
1035453,2024-03-09,39,0.9240308484720279,0.8320945701582045,0.8761924442202236,1.2367325865961067,2.0765471934492816,1.037001935383995,10.940475746147575,15.447763717562934,12.693432128564929,2,1,3,4,8,23
1038225,2024-03-09,140,1.461476470749147,0.9527091134558345,0.7748875181959892,1.1229113361013614,2.525980936252466,0.8263529981023509,9.456185538257179,13.03637736670289,9.912312755837885,2,0,5,7,11,7
1038226,2024-03-09,140,0.8342670867155332,1.0971083585422134,0.9863964847775053,0.9495524250625624,1.0955766342520612,1.2371770447259458,9.478589047318023,11.198338678761509,13.562184187540582,2,3,4,6,13,11
1038229,2024-03-09,140,0.7036650125415461,1.0871460907681127,1.0097183846643578,1.1062151994982827,1.0915880396540085,1.256290334157009,9.481973366535048,12.820215285940195,12.39611785264853,2,0,3,1,7,8
1038231,2024-03-09,140,0.9358651187523209,1.0744104315594027,0.6682828153194467,1.4602754245415246,2.128500905823103,0.8389989396908413,9.437441193343611,11.65236743223486,10.418346546552891,1,0,5,5,10,15
1049097,2024-03-09,78,1.3270454463687282,0.7476253391262808,0.6145692711810923,1.1402851578158493,2.476922914105688,0.5916417669350428,9.859979687522328,17.09326069919658,9.946484678148133,8,1,6,7,24,14
1049098,2024-03-09,78,1.1351335602224775,0.827374872637983,0.6784346593565209,1.2675186948712833,2.479704385442229,0.7953231958605859,9.890527182326116,19.38615914258728,11.944076817789515,2,0,8,4,29,9
1049101,2024-03-09,78,1.0916758699265787,0.6929357322494452,0.8347104328388,1.0951280152508462,2.270951272838598,0.7888887307522459,9.910086158173826,16.392494782308507,11.629689800017996,3,3,8,3,17,12
1049102,2024-03-09,78,0.9194057867965352,1.225493066002389,0.8568715683824759,0.7263871100415243,1.2135827627266003,1.4319411347827038,9.919540584885153,14.111726252217403,12.763567251606137,1,2,11,4,16,13
1049104,2024-03-09,78,0.9584383979635593,0.9754098261402261,0.9397955193540776,1.137598802430509,1.8989390246356261,1.3027722673432394,9.962164154177854,14.969793299545362,11.617830665086666,1,0,5,2,7,6
1052523,2024-03-09,135,1.2861722802462408,1.83540655510179,0.5532609488498591,0.6775918734969406,1.382308157097814,1.2154847336354027,9.773549643994269,13.012974262832705,11.252643705184003,0,1,7,2,19,5
1052524,2024-03-09,135,0.9062604845942615,0.7006051937046585,1.0616714094461461,1.3916777960925282,1.776260460120723,0.8543725752124754,9.776705536940273,16.336614738398474,8.98716143068303,4,2,5,4,12,12
1052526,2024-03-09,135,0.9174363219707344,0.8769678369109651,0.8678985853047333,1.0178415794201894,1.352405337206454,0.9130388305008439,9.767842609772769,15.822879510449718,11.022377096974402,2,3,10,1,22,9
1052532,2024-03-09,135,0.9150870917080088,0.91596146673549,1.3312904277253472,1.8987605655929625,2.51971131782711,1.443340234193636,9.774020328883385,14.471064598586542,12.3772437081569,1,0,1,2,10,11
1035446,2024-03-10,39,1.2267249581192603,1.2490213697682178,0.8744113712729189,1.143622374441426,2.339798587467661,1.6212075693907197,10.915787228705742,14.962301698141866,11.251849094052258,0,4,6,4,10,9
1035447,2024-03-10,39,1.0763576336569074,0.9315075635683291,0.7718367814524634,1.3543270651508437,2.5347892536032144,1.1904913491436755,10.904792941998755,15.77261480120113,9.35851541015916,1,0,6,3,10,9
1035450,2024-03-10,39,1.4239891636407487,1.2751809715507412,0.7167471108509516,0.8469529424077393,2.1619465501597595,1.3870120242360522,10.896447590574327,17.506810343162826,14.159938372472013,1,1,7,4,19,10
1035452,2024-03-10,39,0.9767342569431007,0.7617181605474997,0.9679135953705792,1.2889868688906903,2.1227297221724655,1.158113145447225,10.8887532306716,13.644653294297438,10.409963661394144,2,2,4,3,22,11
1038224,2024-03-10,140,0.9565578344648448,1.2870642547946065,0.7310615357700724,1.469268339749513,2.105989689746518,1.1687979178972678,9.453790744619479,16.886479917855947,9.144658336459072,2,3,11,4,13,6
1038227,2024-03-10,140,0.7907855523218105,0.7310042524185983,0.8762626351442053,1.1021207674840592,1.2325629651932537,0.7480796991774029,9.486523994507541,11.498501623022653,9.423952113503784,1,0,7,5,12,9
1038228,2024-03-10,140,0.9709571988850634,0.8111618831702747,0.7258918307177025,0.9065454997420082,1.3693563253547125,0.6348970196824203,9.507295290905926,9.356801338997867,10.36683838182383,0,2,10,3,14,7
1038230,2024-03-10,140,1.3492719111492133,1.2487527234743148,0.6056798052259643,1.2598555114979542,2.4408541715375462,0.9319690925498989,9.528396188011527,16.981050207445886,7.4065778216936655,4,0,12,1,25,11
1049099,2024-03-10,78,1.2331728755045301,0.8416427599316112,0.5517582371403964,1.1669438289487482,2.5449792749168467,0.6317286680522378,9.940187404667949,15.213339609978611,9.538815430494783,2,0,9,2,19,2
1049100,2024-03-10,78,0.9885947395522385,1.237885546201063,0.7718002804221481,1.3352751941523064,2.5411057484903212,1.242106221330633,9.94359674968586,14.945404726249345,11.98498857190429,3,1,5,1,17,6
1049103,2024-03-10,78,0.9347313292692035,0.7763874229229006,0.9024685348265311,1.3469047525419102,2.2510435322163027,0.9856858220251802,9.911746170557997,14.7865380184003,10.776276762283347,1,2,12,5,24,9
1052525,2024-03-10,135,1.1863734347620383,1.3018090601417502,0.7764809353652301,1.0475681778078307,1.8608211120874194,1.2589620604448792,9.719616339880195,15.221097690857619,9.56439987293487,2,2,8,2,15,10
1052527,2024-03-10,135,1.0310207083643625,1.0802020821312788,0.6850914707259703,1.2684004919047986,1.9438808857766152,0.8377435982561283,9.724239528176723,14.160405318637443,9.48551446703358,2,2,4,3,18,7
1052529,2024-03-10,135,0.8447498833997872,0.7015915396807247,1.1902068734666689,1.177488939638534,1.4804339908683786,0.9607270238418225,9.703850321375254,13.682827942602357,10.88809683779287,0,1,11,6,15,13
1052530,2024-03-10,135,1.0721137634341764,1.0627579760316923,0.6615154924788826,1.153210336414726,1.7991365234196817,0.9176828799207228,9.757623549788445,15.397152310344959,13.13592795077132,1,0,11,4,15,5
1035448,2024-03-11,39,1.012334854723834,1.1021172204382457,0.96910372586643,1.388915776875533,2.5550478208791416,1.590259771429058,10.861332721116831,15.251692270000195,10.453072088134935,3,2,0,4,12,11
1038222,2024-03-11,140,0.6995274188488527,0.8574531415728297,0.9980322276072132,1.1167135535953079,1.033975413115165,0.91191396049841,9.556197429409007,13.618778644552032,10.393478295968302,2,2,1,8,14,19
1052528,2024-03-11,135,0.7533511194401695,0.7452599611367158,0.7250201578825072,1.225975936614867,1.3572474593002273,0.6469997975089025,9.792605158953059,12.168311617840248,9.68041915576006,1,2,9,5,18,14
1035334,2024-03-13,39,0.7891271008732436,1.0045414134305466,0.9391566486181242,1.353646588936569,1.9140417181529445,1.5499584879889277,10.822367224693144,19.44781461455799,11.369313782918107,4,3,11,3,24,8
1038237,2024-03-15,140,0.8198614340336873,0.6167348242937335,0.8595047893089348,1.0927954504037163,1.1445733027929095,0.5417142398574738,9.554468460538638,15.102998870382615,9.315798900387142,2,0,8,2,14,13
1049111,2024-03-15,78,0.6108851697287289,1.28913490214555,0.8725794419268474,1.2527496133970377,1.3420058105401331,1.5380866885029514,9.974993900206304,13.021678513473278,12.696672119356215,1,5,3,6,10,22
1052534,2024-03-15,135,0.6745864561623462,1.0909781159083078,0.923644634116312,1.130970570428586,1.174632998029019,1.223280376733904,9.821685025784216,11.944422672501558,12.56722118738576,0,1,7,6,10,20
1035456,2024-03-16,39,0.6793199785660681,0.8573897041729427,1.2151196447013584,1.1558499506012545,1.2840345713440704,1.6233147094136813,10.837677648548683,14.672988112038405,10.848537940405283,2,1,5,4,17,9
1035459,2024-03-16,39,1.086702764498377,1.3847500211707495,0.707193931944279,1.014980559174612,1.9300854867263175,1.4701053625221772,10.830571106168293,13.633592578806336,12.874501971009058,3,0,4,5,16,14
1035460,2024-03-16,39,0.9605783079860263,0.8486389752778297,1.050864386917725,1.2837023285743032,2.3216737136013466,1.4540030963266568,10.81417961856467,14.434462872621332,11.995178132482039,1,1,6,7,10,16
1038233,2024-03-16,140,1.0106800750167846,1.1288416032528845,0.9217791234350469,1.1922400034413272,1.8837680439779267,1.04752912401582,9.549822949397337,13.62300890520556,11.750841365662211,1,0,2,5,11,13
1038234,2024-03-16,140,0.875336459127309,1.3195091237624244,0.8226505923056693,0.8366651150177176,1.1617734680166802,1.2255693954042135,9.53370685791742,11.997835484335164,10.365591840266694,2,4,5,7,10,17
1038240,2024-03-16,140,0.7993994427374909,0.8541530662065069,0.7405292966167704,1.7389771791512298,2.112280770817877,0.7160845126723933,9.552511812113679,11.955353471657236,10.566518896469967,1,0,10,2,18,8
1038241,2024-03-16,140,1.3578908502994111,0.8500152639788111,0.721239500990375,0.9672551543899143,1.893890097178686,0.8216522769768104,9.570230626486568,13.331603768167485,9.850893676221983,2,0,5,4,16,7
1049107,2024-03-16,78,0.7754708701033484,0.8665863133310768,0.8311084157980213,0.9529331498301972,1.3548503243830439,0.9727234317231318,9.963388851739342,15.074939170220604,12.436753662964943,2,1,4,3,11,11
1049109,2024-03-16,78,0.8766456856988253,1.1445184009073133,0.9093151231783525,0.9945674627904337,1.5689289882466324,1.5030063286403568,9.93507743428371,12.781191767736514,13.283075978542449,1,3,8,6,15,15
1049110,2024-03-16,78,0.6447048450254067,0.8147900551162387,0.757544421046037,1.6030198071776425,1.9061865515068204,0.8840604542020074,9.977964952570144,17.192768507237638,11.844580774961033,2,0,7,6,15,11
1049112,2024-03-16,78,0.8875339747777359,1.1546501254623944,0.9026581277960369,1.1085306178631675,1.7500788782223038,1.4519831543501003,9.993827328687935,13.80825354485939,13.550480811526192,0,3,5,6,7,25
1049113,2024-03-16,78,0.8690162998216444,0.9300443001153134,0.892132291085675,1.3311959712409465,1.9799313409195036,0.9971966382153258,10.013508174413976,15.781264148964416,12.414306606738052,1,1,10,4,19,7
1049114,2024-03-16,78,0.6389301281780673,1.2498931226063,1.251598997661858,1.2703553768879232,1.3512345047420453,2.080652306718516,10.037020744558697,12.017681904696175,17.506051934546484,2,5,2,9,7,27
1052535,2024-03-16,135,1.0178047262229895,1.1821644838385954,1.1198525655441798,1.0734963414376666,1.5897495764437677,1.641107751547657,9.853748720505697,15.670332437230659,10.67394031341121,2,3,9,4,14,22
1052539,2024-03-16,135,0.902382616817155,0.7383642040880768,1.0293425485740393,1.3196630398762972,1.7973799711795977,0.9328780517373033,9.868856730684916,13.750125554107576,11.361700112937726,1,0,3,7,15,10
1052541,2024-03-16,135,0.7680254581009538,0.6895906476698198,1.277113478653093,1.3139750006822122,1.4354244711029096,0.9365763652230724,9.87490232591029,13.696900234446964,13.549319105236915,0,1,7,1,15,17
